shapefile-id,struct-id,struct-type,struct-perim,perim-class,struct-area,struct-area-perim,struct-open,access-length,compound-orient
10,157,compound,109.31511556554953,2,209.5932711582705,52.868769287941504,True,8.501576451269054,NW
10,158,compound,113.35647411669144,2,223.59687645753738,55.2131610443695,True,5.15657303222631,W
10,159,compound,135.04174031265467,2,368.4401957108327,70.19790791292569,True,8.727948664799202,NW
10,160,compound,127.4255870736293,2,307.9538633772507,65.77585930600054,True,11.478028485127211,NW
10,161,compound,133.4474093486485,2,0.0,0.0,False,,
10,162,compound,124.46676083032662,2,0.0,0.0,False,,
10,163,compound,170.976201656225,3,299.03189885663494,69.7153772640813,True,9.654625997120649,NW
10,164,compound,122.29963890397877,2,0.0,0.0,False,,
10,165,compound,138.31914646380437,3,197.05112829558726,58.92745725170183,True,5.379396050474424,NW
10,166,compound,99.90264876949787,2,172.5531868830309,53.68605334073983,True,9.615522847634598,W
10,167,compound,176.1609038416545,3,340.4046119856906,82.42747940027029,False,,
10,168,compound,154.80452395670306,3,370.64321746132805,75.7892879321753,True,5.518308290312797,W
10,169,compound,92.83125085966414,2,172.39673652828205,51.06481824904786,True,14.317207065407384,NW
10,171,compound,160.340984127471,3,0.0,0.0,False,,
10,172,compound,131.32075424807832,2,213.2111178289887,62.89629140173507,True,8.199801072902504,N
10,173,compound,107.72744754930306,2,141.59891653367532,49.00811931151268,True,1.188728133962904,NW
10,174,compound,100.69556817701873,2,292.99747772309865,66.09880227388206,True,20.071010067123158,NW
10,175,compound,105.62695345030636,2,142.62293732667797,45.809481120696326,False,,
10,176,compound,58.558767588730376,1,57.39901044051329,29.967205483626483,True,9.21837036209544,NW
10,177,compound,69.49263629581925,1,85.77493575711281,37.58215870708177,True,10.534697379422305,N
10,178,compound,106.73954907020864,2,268.7681898216003,63.16446164713851,True,16.21583506243368,E
10,179,compound,66.85569268794644,1,126.92717929087121,44.203518129227824,True,14.800778067688869,N
10,180,compound,216.67540912347312,4,1013.2371062935125,128.36226672706565,True,26.836384016319705,S
10,181,compound,111.16173402727499,2,0.0,0.0,False,,
10,183,compound,77.33485187095829,1,156.17317246179115,48.41331230308104,True,15.865057489875474,N
10,184,compound,78.1604622269827,1,209.0204194686807,54.857578649140834,True,10.674343360828058,NW
10,185,compound,92.21948801894213,1,182.66319658402105,56.67877884331478,True,17.718551161164644,W
10,186,compound,81.17502745583741,1,134.41697233127928,45.376935856687396,True,12.099513549229005,NW
10,187,compound,64.64003322053128,1,110.60548172033316,43.083104705644466,True,14.635157684297802,NW
10,188,compound,76.76616371064036,1,140.79153513696778,47.6280289691199,True,15.576429173409839,NW
10,189,compound,76.59839359394314,1,113.57993320104525,45.54796066477513,True,14.213829244327112,NE
10,190,compound,87.47799226961892,1,130.30851018029568,55.660618858076646,True,17.09478576592355,N
10,191,compound,69.52666815231726,1,0.0,0.0,False,,
10,192,compound,83.2174419483324,1,129.20947047241467,45.099695638204864,True,12.166869567026193,SW
10,193,compound,51.87240483754635,1,61.44754333178788,33.118741765593654,True,12.261794378311768,N
10,194,compound,48.67317220975008,1,58.23933049392646,36.08718727836059,True,14.561607014398048,W
10,170,ditch,1867.3762576160727,5,0.0,0.0,,,
10,182,ditch,2073.428968131441,6,67279.03931879564,988.4572529048406,,,
