shapefile-id,struct-id,struct-type,struct-perim,perim-class,struct-area,struct-area-perim,struct-open,access-length,compound-orient
6,47,compound,119.53419789694843,5,334.7059544746145,69.47404830316249,True,16.433312173327028,W
6,48,compound,119.05696630021707,4,613.336292188656,106.08744888990442,True,27.66455476368221,SE
6,49,compound,116.50970940345277,4,443.9700768450077,81.30330936560343,True,25.59787342295666,SE
6,50,compound,88.04091760422813,3,147.19528523772559,45.701681120878554,True,11.236668934532421,W
6,51,compound,35.387301072455564,2,24.08069673243322,24.372522503298953,True,10.573732703362635,W
6,52,compound,88.9973989576618,3,211.3314286942478,63.32891658798764,True,24.783910170990907,SW
6,53,compound,68.08958674857331,3,92.8573095361236,39.41054815991823,True,10.291174820063672,W
6,54,compound,98.03398527092952,4,199.8269262050723,55.21476543276397,True,12.349159628629307,W
6,55,compound,116.89721304677406,4,286.5933621621431,61.66608357352969,True,9.389134987689472,W
6,56,ditch,503.27303289304757,6,12403.128319978838,513.1166803246846,,,
