shapefile-id,struct-id,struct-type,struct-perim,perim-class,struct-area,struct-area-perim,struct-open,access-length,compound-orient
1,1,compound,122.79253200859122,3,204.5207907880064,54.23159056160866,False,,
1,2,compound,89.61212514689207,2,234.26464644128936,56.40805670863447,True,11.112973944681984,N
1,3,compound,122.23005411355376,2,399.75208764996603,79.20752744967373,True,25.71043260975112,NE
1,4,compound,156.5877587114617,3,551.6193967809603,100.2945489827741,True,27.538033890223453,NE
1,5,compound,141.7571651341028,3,540.2380747606558,89.08726559531036,True,26.651774095932158,NE
1,6,compound,102.6545783320358,2,171.48356886727757,49.230434824153484,True,11.390711719189213,W
1,7,compound,106.77410018278124,2,195.52927531832086,51.80734805013547,True,6.818016740151912,NW
1,8,compound,76.54813586315511,1,82.22789676645695,33.53772215230286,True,6.887432729941365,W
1,9,compound,80.26415295078093,1,125.3824931635394,43.86795938688731,True,13.017934209969702,W
1,10,compound,87.06028492090158,1,208.97968707105863,58.68553841108923,True,21.343666319004406,S
1,11,compound,97.43047460832048,2,262.1112383654699,65.53107798527795,True,22.59236382200962,SW
1,12,compound,101.57892234193824,2,165.11297513222544,48.970547578708185,True,7.523600613200511,NW
1,13,compound,52.9024214465724,1,36.83576738487712,23.032974881774066,True,6.570536862908366,W
1,14,compound,143.5670669351765,3,419.16533976330913,74.78890012360024,True,12.904989314272706,E
1,15,compound,114.42104694961593,2,206.7166638244974,52.20340138375964,True,5.326285485032122,NW
1,18,compound,59.19727372782065,1,65.27425422346737,32.8584857930383,True,11.727488962263475,SW
1,19,compound,92.93692490699593,2,370.36401193704376,83.77709755704687,True,32.47937845660824,SW
1,20,compound,106.92662378821997,2,315.56504372434847,68.930085044285,True,19.95643626150498,SW
1,21,compound,161.41094571614997,4,352.2508177379722,70.77840661711535,False,,
1,16,ditch,1606.964845079753,6,45265.20434145426,816.4040751446612,,,
1,17,ditch,968.5601398272471,5,34046.21047120781,770.973481704161,,,
