shapefile-id,struct-id,struct-type,struct-perim,perim-class,struct-area,struct-area-perim,struct-open,access-length,compound-orient
7,103,compound,47.742309559691485,1,59.881920095051406,34.423578344086714,True,14.672305818404364,W
7,104,compound,74.38573408960026,1,129.0287113689615,49.952083615227195,True,21.081139942833897,W
7,105,compound,71.92898563270873,1,120.9088593281355,40.24414994036637,True,10.228553566882663,W
7,106,compound,115.97930896415255,1,342.40885952759754,70.4001600889215,True,22.68964653797102,NW
7,107,compound,53.408740625861505,1,72.35996989187669,31.31839102504007,True,8.343193004449036,NW
7,108,compound,45.42685169942805,1,47.46514185774922,28.446236440102215,True,11.019786912676164,N
7,109,compound,58.394089728762296,1,0.0,0.0,False,,
7,110,compound,64.61571264689833,1,107.50842609223794,47.56315872543746,True,20.752594291121337,NW
7,111,compound,69.57332470091836,1,133.26598303621012,46.992034341653934,True,18.010992270112098,NW
7,112,compound,73.46637947844822,1,156.88875208075234,50.56860821001136,True,19.099183766055464,NW
7,113,compound,68.11778800824486,1,100.6398422592511,35.8673775601591,True,5.3696775879627525,W
7,114,compound,96.65810860430435,1,191.45679320063746,51.91023630774503,True,13.943369719214402,NW
7,115,compound,35.810562071868304,1,25.775029248904914,28.333804746959384,True,13.409485405255694,NW
7,116,compound,45.3945436476883,1,0.0,0.0,False,,
7,122,compound,318.3296020447539,2,3051.7733871230357,204.73949498523757,True,42.06712171794491,NW
7,124,compound,432.17279885213,3,5908.674327159471,310.01288826637716,True,102.7679159140107,N
7,125,compound,48.92641987240726,1,44.9644420351577,26.910855895115123,True,9.353030597463503,N
7,126,compound,80.27345195682753,1,120.51876589849209,41.355011028386635,True,12.43739336484475,W
7,127,compound,556.3129125454416,3,4744.550426773057,516.9978044637256,True,254.06656660297054,W
7,128,compound,63.91725631435973,1,105.54204342625043,42.03739192854881,True,16.244710996150328,SW
7,129,compound,53.96811087303244,1,60.4459711201649,33.399568764419584,True,13.304785796042845,NW
7,130,compound,34.79246484023321,1,0.0,0.0,False,,
7,131,compound,32.371766494386435,1,17.083839556311844,21.74307514134465,True,9.617846510172512,W
7,132,compound,80.77937293054538,1,119.60591831864484,62.24824086445226,True,29.358760053045135,NE
7,133,compound,131.79572061088393,1,479.5572278611426,91.41207875067664,True,33.76976128667092,N
7,134,compound,53.64675004976183,1,73.81207121779886,32.19802193952554,True,9.681022632936342,W
7,135,compound,131.01426226063327,1,346.21939125122344,70.0755117999155,True,12.982349691099163,SW
7,136,compound,73.16935161655468,1,56.23035821192999,27.96723571416208,False,,
7,137,compound,54.61891492603303,1,62.17662100349818,29.510190420373885,True,8.118722969974948,NW
7,138,compound,55.82749749068308,1,82.8804231215172,33.78302924286257,True,9.54861845088586,SW
7,139,compound,107.97202841613006,1,317.9972092125955,65.72067754963619,True,17.749345961438127,NW
7,140,compound,54.86333013591004,1,75.27802914263056,34.13441391342008,True,12.092420674488784,NW
7,141,compound,41.60779764686668,1,54.88689321391916,29.16602268343349,True,10.40859595713348,NW
7,142,compound,55.394058666870585,1,87.48278642964469,37.376600694106855,True,13.813539758081488,NW
7,143,compound,60.64161118280096,1,108.66049724207961,44.62900340312038,True,18.323414364344025,W
7,144,compound,683.2309618941302,3,8034.441491562972,327.4897293481794,False,,
7,145,compound,232.56205990896984,2,1821.0819598531791,172.38004649951355,True,62.49493283666241,W
7,117,ditch,2541.7440788669915,5,176143.06934016265,1521.4055443780426,,,
7,118,ditch,2533.105443344025,4,190320.76933245838,1587.8499058312473,,,
7,119,ditch,2415.725346588889,4,217404.96867027556,1721.985367755512,,,
7,120,ditch,2332.3163169902464,4,322314.711678565,2080.6584194671464,,,
7,121,ditch,3857.805581020005,6,453970.5101564056,2429.824549841384,,,
7,123,ditch,693.9563742476544,4,8933.582351658628,348.58408691189794,,,
